job_title,experience_level,salary_in_usd,employee_residence,employment_type
Data Analyst,SE,115000,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,101570,US,FT
Data Engineer,MI,150000,US,FT
Data Engineer,MI,115000,US,FT
Data Engineer,SE,184000,US,FT
Data Engineer,SE,123000,US,FT
Computer Vision Engineer,SE,194000,US,FT
Computer Vision Engineer,SE,175000,US,FT
Data Analyst,SE,185000,US,FT
Data Analyst,SE,160000,US,FT
Data Engineer,SE,185000,US,FT
Data Engineer,SE,50000,US,FT
Data Manager,EX,80000,US,FT
Data Manager,EX,70000,US,FT
Machine Learning Engineer,SE,254000,US,FT
Machine Learning Engineer,SE,200000,US,FT
Data Engineer,EN,130916,US,FT
Data Engineer,EN,120000,US,FT
Data Scientist,SE,160000,US,FT
Data Scientist,SE,130000,US,FT
Applied Scientist,SE,218213,US,FT
Applied Scientist,SE,178538,US,FT
Applied Scientist,MI,222200,US,FT
Applied Scientist,MI,136000,US,FT
Data Scientist,SE,316000,US,FT
Data Scientist,SE,202000,US,FT
Applied Scientist,MI,222200,US,FT
Applied Scientist,MI,136000,US,FT
Data Scientist,SE,189750,US,FT
Data Scientist,SE,119213,US,FT
Analytics Engineer,SE,162000,US,FT
Analytics Engineer,SE,130000,US,FT
Data Visualization Specialist,SE,170200,US,FT
Data Visualization Specialist,SE,83900,US,FT
Business Intelligence Engineer,SE,202800,US,FT
Business Intelligence Engineer,SE,104300,US,FT
Machine Learning Engineer,SE,250944,US,FT
Machine Learning Engineer,SE,205318,US,FT
Data Engineer,SE,155000,US,FT
Data Engineer,SE,125000,US,FT
Data Scientist,SE,135000,US,FT
Data Scientist,SE,114000,US,FT
Data Scientist,SE,218213,US,FT
Data Scientist,SE,178538,US,FT
Research Scientist,SE,240000,US,FT
Research Scientist,SE,163200,US,FT
Machine Learning Engineer,SE,258800,US,FT
Machine Learning Engineer,SE,199200,US,FT
Data Scientist,SE,215625,US,FT
Data Scientist,SE,159375,US,FT
ML Engineer,MI,155000,US,FT
ML Engineer,MI,125000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,100000,US,FT
Machine Learning Engineer,SE,234000,US,FT
Machine Learning Engineer,SE,208000,US,FT
Research Engineer,SE,203000,US,FT
Research Engineer,SE,133000,US,FT
Data Science Manager,SE,272400,US,FT
Data Science Manager,SE,140100,US,FT
Data Engineer,SE,282000,US,FT
Data Engineer,SE,208000,US,FT
Data Analyst,SE,93919,US,FT
Data Analyst,SE,51962,US,FT
Data Scientist,SE,211000,US,FT
Data Scientist,SE,185000,US,FT
BI Analyst,SE,118800,US,FT
BI Analyst,SE,75000,US,FT
Machine Learning Engineer,SE,159350,US,FT
Machine Learning Engineer,SE,130100,US,FT
Data Scientist,SE,262000,US,FT
Data Scientist,SE,245000,US,FT
Data Scientist,SE,190000,US,FT
Data Scientist,SE,150000,US,FT
Analytics Engineer,SE,205218,US,FT
Analytics Engineer,SE,136743,US,FT
Research Analyst,SE,185000,US,FT
Research Analyst,SE,94600,US,FT
Research Analyst,SE,160000,US,FT
Research Analyst,SE,107000,US,FT
Machine Learning Engineer,SE,264400,US,FT
Machine Learning Engineer,SE,176300,US,FT
Research Analyst,SE,160000,US,FT
Research Analyst,SE,107000,US,FT
Research Scientist,SE,275000,US,FT
Research Scientist,SE,175000,US,FT
ML Engineer,EN,76000,US,FT
Insight Analyst,MI,53984,PT,FT
Insight Analyst,MI,43187,PT,FT
Data Analyst,EN,80800,US,FT
Data Analyst,EN,53800,US,FT
Business Intelligence Analyst,MI,150000,US,FT
Business Intelligence Analyst,MI,125000,US,FT
Data Scientist,SE,210000,US,FT
Data Scientist,SE,180000,US,FT
Data Engineer,SE,210000,US,FT
Data Engineer,SE,155000,US,FT
Data Scientist,SE,169500,US,FT
Data Scientist,SE,138000,US,FT
Data Engineer,SE,226700,US,FT
Data Engineer,SE,133300,US,FT
Research Scientist,SE,278700,US,FT
Research Scientist,SE,159300,US,FT
AI Engineer,MI,180000,US,FT
AI Engineer,MI,120000,US,FT
Business Intelligence Engineer,SE,125000,US,FT
Business Intelligence Engineer,SE,115000,US,FT
Data Science Manager,SE,297300,US,FT
Data Science Manager,SE,198200,US,FT
Data Scientist,SE,204500,US,FT
Data Scientist,SE,138900,US,FT
Data Manager,SE,110400,US,FT
Data Manager,SE,68000,US,FT
Data Scientist,MI,260600,US,FT
Data Scientist,MI,170500,US,FT
Data Integration Specialist,EN,63750,US,FT
Data Integration Specialist,EN,46400,US,FT
Data Scientist,SE,214872,US,FT
Data Scientist,SE,186846,US,FT
Data Analyst,MI,95000,US,FT
Data Analyst,MI,70600,US,FT
Data Analyst,MI,149500,US,FT
Data Analyst,MI,127075,US,FT
Data Engineer,SE,162000,US,FT
Data Engineer,SE,111000,US,FT
Machine Learning Scientist,SE,280000,US,FT
Machine Learning Scientist,SE,182750,US,FT
Research Scientist,SE,212800,US,FT
Research Scientist,SE,124100,US,FT
Research Engineer,SE,196000,US,FT
Research Engineer,SE,142600,US,FT
Business Intelligence Engineer,SE,185000,US,FT
Business Intelligence Engineer,SE,79600,US,FT
Data Architect,SE,193000,US,FT
Data Architect,SE,110000,US,FT
Data Scientist,SE,245000,US,FT
Data Scientist,SE,185000,US,FT
Data Engineer,MI,154000,US,FT
Data Engineer,MI,103000,US,FT
Data Analyst,SE,80000,US,FT
Data Analyst,SE,70000,US,FT
Data Engineer,EX,250000,US,FT
Data Engineer,EX,225000,US,FT
Data Analyst,SE,90000,US,FT
Data Analyst,SE,80000,US,FT
Data Analyst,MI,61520,GB,FT
Data Analyst,MI,49216,GB,FT
Data Engineer,SE,205000,US,FT
Data Engineer,SE,167500,US,FT
Data Scientist,SE,202600,US,FT
Data Scientist,SE,168800,US,FT
Data Scientist,SE,164000,US,FT
Data Scientist,SE,130000,US,FT
Machine Learning Engineer,SE,240000,UA,FT
Machine Learning Engineer,SE,220000,UA,FT
Data Scientist,SE,168000,US,FT
Data Scientist,SE,130000,US,FT
Data Engineer,SE,185900,US,FT
Data Engineer,SE,129300,US,FT
Machine Learning Engineer,SE,297300,US,FT
Machine Learning Engineer,SE,198200,US,FT
Machine Learning Engineer,SE,190000,US,FT
Machine Learning Engineer,SE,156000,US,FT
Machine Learning Engineer,SE,205000,US,FT
Machine Learning Engineer,SE,152000,US,FT
Data Science Practitioner,SE,196500,US,FT
Data Science Practitioner,SE,97300,US,FT
Machine Learning Engineer,SE,260000,US,FT
Machine Learning Engineer,SE,192000,US,FT
Applied Scientist,SE,216000,US,FT
Applied Scientist,SE,184000,US,FT
Machine Learning Engineer,SE,192000,US,FT
Machine Learning Engineer,SE,164000,US,FT
Machine Learning Engineer,SE,227700,US,FT
Machine Learning Engineer,SE,154836,US,FT
Data Scientist,SE,160000,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,SE,168000,US,FT
Data Scientist,SE,130000,US,FT
Machine Learning Engineer,MI,285000,US,FT
Machine Learning Engineer,MI,190000,US,FT
Research Scientist,MI,405000,US,FT
Research Scientist,MI,270000,US,FT
Data Engineer,MI,214300,US,FT
Data Engineer,MI,108500,US,FT
Data Scientist,MI,145000,US,FT
Data Scientist,MI,115000,US,FT
Data Science Engineer,MI,130000,US,FT
Data Science Engineer,MI,113000,US,FT
Data Scientist,SE,194500,US,FT
Data Scientist,SE,110250,US,FT
Data Scientist,SE,295000,US,FT
Data Scientist,SE,177300,US,FT
Data Analyst,MI,55368,GB,FT
Data Analyst,MI,44294,GB,FT
Data Scientist,SE,136000,US,FT
Data Scientist,SE,104000,US,FT
Applied Scientist,MI,222200,US,FT
Applied Scientist,MI,136000,US,FT
Applied Scientist,SE,192000,US,FT
Applied Scientist,SE,164000,US,FT
Data Engineer,EN,220000,US,FT
Data Engineer,EN,187000,US,FT
Director of Data Science,EX,353200,US,FT
Director of Data Science,EX,249300,US,FT
Data Analyst,SE,85000,US,FT
Data Analyst,SE,79000,US,FT
Machine Learning Engineer,SE,214500,US,FT
Machine Learning Engineer,SE,132600,US,FT
Data Engineer,SE,131000,US,FT
Data Engineer,SE,130000,US,FT
Data Scientist,SE,153600,US,FT
Data Scientist,SE,106800,US,FT
Applied Scientist,SE,220000,US,FT
Applied Scientist,SE,163000,US,FT
Data Scientist,SE,168000,US,FT
Data Scientist,SE,130000,US,FT
Data Scientist,SE,107400,US,FT
Data Scientist,SE,101500,US,FT
Data Manager,EX,80000,US,FT
Data Manager,EX,70000,US,FT
Data Engineer,MI,80976,FR,FT
Research Scientist,MI,300000,US,FT
Research Scientist,MI,100000,US,FT
Data Architect,SE,175000,US,FT
Data Architect,SE,135000,US,FT
Data Scientist,SE,164000,US,FT
Data Scientist,SE,130000,US,FT
Data Scientist,SE,300000,US,FT
Data Scientist,SE,211000,US,FT
Machine Learning Engineer,SE,276000,US,FT
Machine Learning Engineer,SE,184000,US,FT
Data Analyst,MI,115000,US,FT
Data Analyst,MI,110000,US,FT
Data Engineer,SE,139810,US,FT
Data Engineer,SE,95325,US,FT
Data Analyst,SE,167000,US,FT
Data Analyst,SE,150000,US,FT
Data Engineer,SE,144000,US,FT
Data Engineer,SE,96000,US,FT
Data Engineer,SE,140000,US,FT
Data Engineer,SE,125000,US,FT
Analytics Engineer,SE,145000,US,FT
Analytics Engineer,SE,116000,US,FT
Data Scientist,SE,161000,US,FT
Data Scientist,SE,116300,US,FT
Data Analyst,SE,140000,US,FT
Data Analyst,SE,125000,US,FT
Data Architect,SE,175564,US,FT
Data Architect,SE,144854,US,FT
Machine Learning Engineer,SE,225000,US,FT
Machine Learning Engineer,SE,166000,US,FT
Analytics Engineer,SE,190000,US,FT
Analytics Engineer,SE,150000,US,FT
Machine Learning Engineer,SE,225000,US,FT
Machine Learning Engineer,SE,166000,US,FT
Data Scientist,SE,151300,US,FT
Data Scientist,SE,126100,US,FT
Research Engineer,SE,190000,US,FT
Research Engineer,SE,152000,US,FT
Data Scientist,SE,202600,US,FT
Data Scientist,SE,168800,US,FT
Machine Learning Engineer,SE,190000,US,FT
Machine Learning Engineer,SE,150000,US,FT
Data Analyst,EX,180000,US,FT
Data Analyst,EX,125000,US,FT
Business Intelligence Analyst,SE,113000,US,FT
Business Intelligence Analyst,SE,90400,US,FT
Business Intelligence Engineer,SE,204300,US,FT
Business Intelligence Engineer,SE,139000,US,FT
Data Engineer,SE,282000,US,FT
Data Engineer,SE,208000,US,FT
Data Engineer,SE,185000,US,FT
Data Engineer,SE,124000,US,FT
Research Scientist,SE,240000,US,FT
Research Scientist,SE,157000,US,FT
Machine Learning Engineer,SE,212800,US,FT
Machine Learning Engineer,SE,111600,US,FT
Data Architect,SE,183000,US,FT
Data Architect,SE,147000,US,FT
Data Engineer,SE,169000,US,FT
Data Engineer,SE,91000,US,FT
Data Architect,SE,210000,US,FT
Data Architect,SE,160000,US,FT
Data Analyst,MI,70900,US,FT
Data Analyst,MI,49000,US,FT
Data Architect,SE,193000,US,FT
Data Architect,SE,128000,US,FT
Data Scientist,SE,168000,US,FT
Data Scientist,SE,130000,US,FT
Data Engineer,MI,154000,US,FT
Data Engineer,MI,103000,US,FT
Data Analyst,SE,93918,US,FT
Data Analyst,SE,51962,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,160000,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,SE,140000,US,FT
Data Engineer,MI,275000,CA,FT
Data Engineer,MI,243000,CA,FT
Data Scientist,SE,215000,US,FT
Data Scientist,SE,160000,US,FT
Data Engineer,EX,174500,US,FT
Data Engineer,EX,113000,US,FT
Data Analyst,SE,125000,US,FT
Data Analyst,SE,80000,US,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,115000,US,FT
Machine Learning Engineer,SE,260000,US,FT
Machine Learning Engineer,SE,160000,US,FT
Data Scientist,SE,202000,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,MI,96313,CA,FT
Machine Learning Engineer,SE,250000,US,FT
Machine Learning Engineer,SE,140000,US,FT
Data Analyst,MI,48585,PT,FT
Data Analyst,MI,43187,PT,FT
Data Science Manager,SE,204000,US,FT
Data Science Manager,SE,127500,US,FT
Data Analyst,SE,145500,US,FT
Data Analyst,SE,108000,US,FT
Data Engineer,SE,206000,US,FT
Data Engineer,SE,175100,US,FT
Data Analyst,SE,122500,US,FT
Data Analyst,SE,82500,US,FT
Data Manager,SE,110400,US,FT
Data Manager,SE,68000,US,FT
Data Scientist,SE,190000,US,FT
Data Scientist,SE,160000,US,FT
Data Analyst,SE,95000,US,FT
Data Analyst,SE,75000,US,FT
Data Scientist,SE,136000,US,FT
Data Scientist,SE,104000,US,FT
Data Analyst,MI,130000,US,FT
Data Analyst,MI,105000,US,FT
Data Engineer,MI,154000,US,FT
Data Engineer,MI,103000,US,FT
Director of Data Science,MI,217000,US,FT
Director of Data Science,MI,192000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,100000,US,FT
Data Specialist,SE,90000,US,FT
Data Specialist,SE,60000,US,FT
AI Engineer,SE,350000,US,FT
AI Engineer,SE,168000,US,FT
Data Science Manager,SE,234900,US,FT
Data Science Manager,SE,113500,US,FT
Data Engineer,SE,385000,US,FT
Data Engineer,SE,245000,US,FT
Data Engineer,SE,255000,US,FT
Data Engineer,SE,255000,US,FT
Data Visualization Engineer,SE,170200,US,FT
Data Visualization Engineer,SE,83900,US,FT
Data Science Practitioner,SE,170200,US,FT
Data Science Practitioner,SE,83900,US,FT
Data Engineer,SE,202500,US,FT
Data Engineer,SE,177500,US,FT
Data Scientist,SE,308000,US,FT
Data Scientist,SE,144000,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,101570,US,FT
Data Engineer,SE,300000,US,FT
Data Engineer,SE,150000,US,FT
Applied Scientist,SE,222200,US,FT
Applied Scientist,SE,136000,US,FT
Data Manager,SE,145000,US,FT
Data Manager,SE,130000,US,FT
Data Modeler,SE,155000,US,FT
Data Modeler,SE,130000,US,FT
Data Scientist,SE,240000,US,FT
Data Scientist,SE,180000,US,FT
AI Engineer,SE,170200,US,FT
AI Engineer,SE,83900,US,FT
Data Scientist,SE,210000,US,FT
Data Scientist,SE,165000,US,FT
Research Scientist,SE,300000,US,FT
Research Scientist,SE,150000,US,FT
ML Engineer,SE,300000,US,FT
ML Engineer,SE,150000,US,FT
Data Scientist,SE,212800,US,FT
Data Scientist,SE,111600,US,FT
Data Engineer,SE,213600,US,FT
Data Engineer,SE,103200,US,FT
Data Scientist,SE,230000,CA,FT
Data Scientist,SE,153000,CA,FT
Research Engineer,SE,308000,US,FT
Research Engineer,SE,190400,US,FT
Data Scientist,SE,204000,US,FT
Data Scientist,SE,127500,US,FT
Data Scientist,MI,250000,US,FT
Data Scientist,MI,125000,US,FT
Research Engineer,SE,385000,US,FT
Research Engineer,SE,310000,US,FT
Data Analyst,SE,120000,US,FT
Data Analyst,SE,88000,US,FT
Machine Learning Engineer,SE,158000,US,FT
Machine Learning Engineer,SE,108000,US,FT
Data Engineer,SE,385000,US,FT
Data Engineer,SE,310000,US,FT
Data Engineer,SE,247300,US,FT
Data Engineer,SE,139700,US,FT
Data Scientist,SE,240000,US,FT
Data Scientist,SE,180000,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,101570,US,FT
Data Scientist,SE,210000,US,FT
Data Scientist,SE,165000,US,FT
AI Engineer,SE,170200,US,FT
AI Engineer,SE,83900,US,FT
Applied Scientist,SE,222200,US,FT
Applied Scientist,SE,136000,US,FT
Data Engineer,MI,169000,US,FT
Data Engineer,MI,91000,US,FT
Data Scientist,EN,135000,US,FT
Data Scientist,EN,110000,US,FT
Data Engineer,SE,129192,GB,FT
Data Engineer,SE,98432,GB,FT
AI Engineer,MI,369120,GB,FT
AI Engineer,MI,40680,GB,FT
Research Scientist,SE,150000,US,FT
Research Scientist,SE,130000,US,FT
Data Engineer,SE,128000,US,FT
Data Engineer,SE,81500,US,FT
Data Architect,SE,306000,US,FT
Data Architect,SE,204000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Machine Learning Engineer,MI,75577,NL,FT
Data Engineer,EN,18000,IN,FT
Data Analyst,MI,369120,GB,FT
Data Analyst,MI,61520,GB,FT
Head of Data,EX,270000,US,FT
Head of Data,EX,200000,US,FT
Data Scientist,MI,204500,US,FT
Data Scientist,MI,142200,US,FT
Data Analyst,MI,92280,GB,FT
Data Analyst,MI,67672,GB,FT
Data Engineer,SE,188600,US,FT
Data Engineer,SE,111550,US,FT
Machine Learning Engineer,SE,230000,US,FT
Machine Learning Engineer,SE,160000,US,FT
Data Engineer,SE,247300,US,FT
Data Engineer,SE,139700,US,FT
AI Engineer,SE,360000,US,FT
AI Engineer,SE,240000,US,FT
ETL Developer,SE,129100,US,FT
ETL Developer,SE,111400,US,FT
Data Analyst,SE,135000,US,FT
Data Analyst,SE,110000,US,FT
Machine Learning Engineer,SE,214500,US,FT
Machine Learning Engineer,SE,132600,US,FT
Data Analyst,SE,120000,US,FT
Data Analyst,SE,100000,US,FT
Machine Learning Engineer,SE,242921,US,FT
Machine Learning Engineer,SE,170045,US,FT
Data Engineer,SE,225000,US,FT
Data Engineer,SE,175000,US,FT
Data Scientist,MI,180000,US,FT
Data Scientist,MI,162000,US,FT
Data Architect,SE,175000,US,FT
Data Architect,SE,90000,US,FT
Data Scientist,EN,156450,US,FT
Data Scientist,EN,119200,US,FT
Data Scientist,SE,245000,US,FT
Data Scientist,SE,185000,US,FT
Machine Learning Engineer,SE,214500,US,FT
Machine Learning Engineer,SE,132600,US,FT
Data Scientist,MI,154800,US,FT
Data Scientist,MI,76300,US,FT
Data Scientist,SE,178600,US,FT
Data Scientist,SE,88600,US,FT
Research Scientist,SE,248100,US,FT
Research Scientist,SE,145900,US,FT
Data Analyst,SE,93919,US,FT
Data Analyst,SE,51962,US,FT
Data Scientist,SE,207345,US,FT
Data Scientist,SE,180300,US,FT
Machine Learning Engineer,SE,200000,US,FT
Machine Learning Engineer,SE,140000,US,FT
Analytics Engineer,SE,205000,US,FT
Analytics Engineer,SE,167500,US,FT
Data Analyst,SE,140000,US,FT
Data Analyst,SE,110000,US,FT
Data Scientist,SE,228045,US,FT
Data Scientist,SE,198300,US,FT
Data Engineer,SE,150000,US,FT
Data Engineer,SE,140000,US,FT
Data Analyst,SE,100000,US,FT
Data Analyst,SE,75000,US,FT
Data Scientist,SE,48585,ES,FT
Data Scientist,SE,38868,ES,FT
BI Developer,MI,100000,US,FT
BI Developer,MI,75000,US,FT
Data Scientist,MI,78125,LV,FT
Data Scientist,MI,40423,LV,FT
Data Modeler,SE,140000,US,FT
Data Modeler,SE,100000,US,FT
Data Analytics Manager,MI,125000,US,FT
Data Analytics Manager,MI,120000,US,FT
Business Intelligence Analyst,SE,127000,US,FT
Business Intelligence Analyst,SE,99000,US,FT
Data Engineer,MI,130000,US,FT
Data Engineer,MI,120000,US,FT
Business Intelligence Analyst,SE,194500,US,FT
Business Intelligence Analyst,SE,132320,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,90000,US,FT
Data Analyst,SE,223602,US,FT
Data Analyst,SE,143520,US,FT
Machine Learning Scientist,SE,180000,US,FT
Machine Learning Scientist,SE,140000,US,FT
Data Scientist,MI,180000,US,FT
Data Scientist,MI,162000,US,FT
Data Engineer,SE,121809,GB,FT
Data Engineer,SE,83667,GB,FT
Data Analyst,SE,120350,US,FT
Data Analyst,SE,74400,US,FT
Data Scientist,SE,185000,US,FT
Data Scientist,SE,123000,US,FT
Data Engineer,MI,140000,US,FT
Data Engineer,MI,90000,US,FT
Machine Learning Engineer,SE,214500,US,FT
Machine Learning Engineer,SE,132600,US,FT
Data Engineer,SE,154000,US,FT
Data Engineer,SE,103000,US,FT
Data Analyst,SE,90000,US,FT
Data Analyst,SE,80000,US,FT
Data Manager,EX,140000,US,FT
Data Manager,EX,100000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,100000,US,FT
Data Analyst,MI,115000,US,FT
Data Analyst,MI,105000,US,FT
Data Scientist,SE,296100,US,FT
Data Scientist,SE,144500,US,FT
Data Engineer,EN,220000,US,FT
Data Engineer,EN,187000,US,FT
Data Analyst,SE,118600,US,FT
Data Analyst,SE,96800,US,FT
Data Scientist,EN,100000,US,FT
Machine Learning Engineer,MI,48585,IT,FT
Data Analyst,MI,142000,US,FT
Data Analyst,MI,128000,US,FT
ETL Developer,SE,99500,US,FT
ETL Developer,SE,53300,US,FT
Data Engineer,SE,210000,US,FT
Data Engineer,SE,165000,US,FT
Research Scientist,SE,172000,US,FT
Research Scientist,SE,125000,US,FT
Data Engineer,SE,250000,US,FT
Data Engineer,SE,190000,US,FT
Research Engineer,SE,245000,US,FT
Research Engineer,SE,245000,US,FT
Data Architect,SE,234900,US,FT
Data Architect,SE,68400,US,FT
Data Scientist,SE,155000,US,FT
Data Scientist,SE,139000,US,FT
Data Analyst,SE,142000,US,FT
Data Analyst,SE,128000,US,FT
Research Engineer,SE,172000,US,FT
Research Engineer,SE,125000,US,FT
Data Engineer,SE,128000,US,FT
Data Engineer,SE,81500,US,FT
Data Engineer,MI,167500,US,FT
Data Engineer,MI,106500,US,FT
Data Engineer,MI,150000,US,FT
Data Engineer,MI,100000,US,FT
Data Analyst,SE,139600,US,FT
Data Analyst,SE,85700,US,FT
Azure Data Engineer,EN,100000,MU,FT
Data Engineer,SE,143000,US,FT
Data Engineer,SE,95000,US,FT
Data Manager,SE,145000,US,FT
Data Manager,SE,130000,US,FT
Machine Learning Engineer,SE,330000,US,FT
Machine Learning Engineer,SE,188000,US,FT
Data Scientist,SE,238000,CA,FT
Data Scientist,SE,156000,CA,FT
Data Analyst,SE,145000,US,FT
Data Analyst,SE,106000,US,FT
Decision Scientist,SE,172256,GB,FT
Decision Scientist,SE,123040,GB,FT
Machine Learning Engineer,SE,297300,US,FT
Machine Learning Engineer,SE,198200,US,FT
Data Engineer,SE,269100,US,FT
Data Engineer,SE,131300,US,FT
Machine Learning Infrastructure Engineer,SE,220000,US,FT
Machine Learning Infrastructure Engineer,SE,150000,US,FT
Data Engineer,SE,73824,GB,FT
Data Engineer,SE,61520,GB,FT
Research Scientist,MI,252990,US,FT
Research Scientist,MI,162170,US,FT
Machine Learning Infrastructure Engineer,SE,260000,US,FT
Machine Learning Infrastructure Engineer,SE,235000,US,FT
Machine Learning Engineer,MI,204500,US,FT
Machine Learning Engineer,MI,142200,US,FT
Data Analytics Manager,SE,190000,US,FT
Data Analytics Manager,SE,145000,US,FT
Data Scientist,SE,212800,US,FT
Data Scientist,SE,111600,US,FT
Data Analyst,SE,175000,US,FT
Data Analyst,SE,130000,US,FT
Business Intelligence Analyst,SE,194521,US,FT
Business Intelligence Analyst,SE,176838,US,FT
Analytics Engineer,EX,200000,US,FT
Analytics Engineer,EX,170000,US,FT
Data Scientist,SE,191765,US,FT
Data Scientist,SE,134236,US,FT
Data Scientist,SE,238000,CA,FT
Data Scientist,SE,156000,CA,FT
Data Scientist,SE,198800,US,FT
Data Scientist,SE,90700,US,FT
BI Developer,MI,154800,US,FT
BI Developer,MI,76300,US,FT
Data Lead,MI,130000,US,FT
Data Lead,MI,115000,US,FT
Data Analyst,SE,110000,US,FT
Data Analyst,SE,70000,US,FT
Data Analyst,MI,42107,DE,FT
Machine Learning Engineer,MI,300000,US,FT
Machine Learning Engineer,MI,200000,US,FT
Data Architect,SE,155000,US,FT
Data Architect,SE,135000,US,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
Data Scientist,SE,179000,US,FT
Data Scientist,SE,109000,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,140000,US,FT
Machine Learning Infrastructure Engineer,SE,221000,US,FT
Machine Learning Infrastructure Engineer,SE,180000,US,FT
Applied Scientist,SE,222200,US,FT
Applied Scientist,SE,136000,US,FT
Machine Learning Engineer,SE,275000,US,FT
Machine Learning Engineer,SE,170000,US,FT
Data Scientist,SE,233300,US,FT
Data Scientist,SE,155500,US,FT
Applied Scientist,MI,222200,US,FT
Applied Scientist,MI,136000,US,FT
Data Architect,SE,193000,US,FT
Data Architect,SE,110000,US,FT
Research Engineer,SE,306000,US,FT
Research Engineer,SE,180000,US,FT
Applied Scientist,SE,212800,US,FT
Applied Scientist,SE,115100,US,FT
Machine Learning Engineer,SE,238000,US,FT
Machine Learning Engineer,SE,176000,US,FT
Data Analyst,SE,117500,US,FT
Data Analyst,SE,86720,US,FT
Data Analyst,MI,167000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,EX,90000,US,FT
Data Analyst,EX,70000,US,FT
Data Scientist,SE,212800,US,FT
Data Scientist,SE,111600,US,FT
Data Architect,SE,306000,US,FT
Data Architect,SE,204000,US,FT
BI Developer,SE,135000,US,FT
BI Developer,SE,110000,US,FT
Data Scientist,SE,165000,US,FT
Data Scientist,SE,116300,US,FT
Machine Learning Engineer,SE,200000,US,FT
Machine Learning Engineer,SE,175000,US,FT
Business Intelligence Engineer,SE,185000,US,FT
Business Intelligence Engineer,SE,79600,US,FT
Machine Learning Scientist,SE,180514,US,FT
Machine Learning Scientist,SE,108308,US,FT
Machine Learning Engineer,SE,200000,US,FT
Machine Learning Engineer,SE,150000,US,FT
Machine Learning Engineer,SE,208450,US,FT
Machine Learning Engineer,SE,151600,US,FT
Data Scientist,SE,324000,US,FT
Data Scientist,SE,159000,US,FT
Data Scientist,MI,155000,US,FT
Data Scientist,MI,135000,US,FT
Data Engineer,SE,223250,US,FT
Data Engineer,SE,156275,US,FT
Data Engineer,SE,220000,US,FT
Data Engineer,SE,160000,US,FT
Data Scientist,SE,168000,US,FT
Data Scientist,SE,130000,US,FT
Analytics Engineer,SE,245000,US,FT
Analytics Engineer,SE,185000,US,FT
Data Scientist,SE,164000,US,FT
Data Scientist,SE,130000,US,FT
Data Analyst,MI,67500,US,FT
Data Analyst,MI,46500,US,FT
ML Engineer,SE,270000,US,FT
ML Engineer,SE,232200,US,FT
Data Engineer,MI,43187,PL,FT
Data Analyst,MI,105000,US,FT
Data Analyst,MI,78000,US,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
Machine Learning Engineer,SE,370000,US,FT
Machine Learning Engineer,SE,220000,US,FT
Data Engineer,SE,155000,US,FT
Data Engineer,SE,130000,US,FT
Machine Learning Engineer,SE,178200,US,FT
Machine Learning Engineer,SE,115000,US,FT
Data Analyst,MI,250000,US,FT
Data Analyst,MI,125000,US,FT
Data Scientist,MI,204000,US,FT
Data Scientist,MI,150000,US,FT
Data Analyst,SE,110000,US,FT
Data Analyst,SE,95000,US,FT
Data Engineer,MI,143000,US,FT
Data Engineer,MI,95000,US,FT
Data Engineer,MI,250000,US,FT
Data Engineer,MI,125000,US,FT
Machine Learning Engineer,SE,280000,US,FT
Machine Learning Engineer,SE,240000,US,FT
Data Manager,SE,110400,US,FT
Data Manager,SE,68000,US,FT
Applied Scientist,SE,216000,US,FT
Applied Scientist,SE,184000,US,FT
Machine Learning Engineer,SE,192000,US,FT
Machine Learning Engineer,SE,164000,US,FT
Data Scientist,SE,220000,US,FT
Data Scientist,SE,160000,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Data Scientist,SE,297300,US,FT
Data Scientist,SE,198200,US,FT
Applied Scientist,SE,192000,US,FT
Applied Scientist,SE,164000,US,FT
Data Analyst,SE,168000,CA,FT
Data Analyst,SE,112000,CA,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Data Scientist,SE,253430,US,FT
Data Scientist,SE,212780,US,FT
Research Engineer,SE,190000,US,FT
Research Engineer,SE,152000,US,FT
Machine Learning Engineer,SE,265800,US,FT
